id,short_name
1657,"Carne, porco, costela, refogada , c/"
1658,"Carne, porco, costela, refogada , s/"
1659,"Carne, porco, cozida, c/ batata e"
1660,"Carne, porco, cozida, c/ batata e"
1663,"Carne, porco, crua , Sus ssp"
1664,"Carne, porco, lombo, assada, recheada"
1665,"Carne, porco, lombo, assada, recheada"
1666,"Carne, porco, lombo, assada, recheada"
1667,"Carne, porco, lombo, assada, s/ óleo"
1669,"Carne, porco, lombo, empanada , frita"
1670,"Carne, porco, lombo, empanada , frita"
1671,"Carne, porco, lombo, frita , c/ sal"
1672,"Carne, porco, lombo, frita , s/ sal"
1673,"Carne, porco, lombo, grelhada/assada"
1674,"Carne, porco, lombo, grelhada/assada"
1675,"Carne, porco, lombo, grelhada/assada"
1676,"Carne, porco, lombo, grelhada/assada"
1677,"Carne, porco, lombo, grelhada/assada"
1678,"Carne, porco, lombo, grelhada/assada"
1679,"Carne, porco, lombo, grelhada/assada"
1680,"Carne, porco, lombo, refogada , c/ sal"
1681,"Carne, porco, lombo, refogada , s/ sal"
1682,"Carne, porco, lombo, temperado, crua"
1683,"Carne, porco, orelha, cozido, s/ óleo"
1684,"Carne, porco, orelha, salgada, crua"
1686,"Carne, porco, pé, cozido, s/ óleo, c/"
1687,"Carne, porco, pé, cozido, s/ óleo, s/"
1688,"Carne, porco, pernil, assada, c/ molho"
1689,"Carne, porco, pernil, assada, c/"
1690,"Carne, porco, pernil, assada, s/ óleo"
1692,"Carne, porco, pernil, frita , c/ sal"
1693,"Carne, porco, pernil, frita , s/ sal"
1694,"Carne, porco, pernil, grelhada/assada"
1695,"Carne, porco, pernil, refogada , c/"
1696,"Carne, porco, pernil, refogada , s/"
1697,"Carne, porco, preparada, s/ sal , Sus"
1698,"Carne, porco, rabo, salgada, crua, Sus"
1702,"Carne, tartaruga, jabuti, cozida, s/"
1703,"Carne, tartaruga, jabuti, cozida, s/"
1704,"Carne, veado, crua , Mazama americana"
1706,"Caruru , (quiabo, camarão fresco"
1710,"Casquinha de camarão, c/ sal"
1711,"Casquinha de camarão, s/ sal"
1712,"Casquinha de caranguejo, c/ sal"
1713,"Casquinha de caranguejo, s/ sal"
1714,Casquinha de frutos do mar
1715,"Casquinha de frutos do mar, c/ sal"
1716,"Casquinha de marisco, c/ sal"
1717,"Casquinha de marisco, s/ sal"
1718,"Casquinha de siri, c/ sal"
1719,"Casquinha de siri, s/ sal"
1721,"Cassoulet, c/ feijão branco, c/ carne"
1722,"Cassoulet, c/ feijão branco, c/ carne"
1728,"Catalonha, refogado , s/ sal"
1729,"Catchup, tomate, molho, Catchup"
1730,"Cebola e alho, refogados, c/ óleo de"
1731,"Cebola empanada, frita , c/ sal"
1734,"Cebola, branca, cozida, c/ molho de"
1735,"Cebola, branca, cozida, c/ molho de"
1739,"Cebola, branca, refogada, c/ óleo de"
1740,"Cebola, branca, refogada, c/ óleo de"
1741,"Cebolinha, verde, cozida, s/ óleo, c/"
1742,"Cebolinha, verde, cozida, s/ óleo, s/"
1744,"Cenoura e ervilha, refogado , c/ salsa"
1745,"Cenoura e ervilha, refogado , c/ salsa"
1746,"Cenoura e milho, refogado , c/ salsa"
1747,"Cenoura e milho, refogado , c/ salsa"
1748,"Cenoura, s/ casca, cozida, c/ molho de"
1749,"Cenoura, s/ casca, cozida, c/ molho de"
1750,"Cenoura, s/ casca, cozida, drenada, c/"
1751,"Cenoura, s/ casca, cozida, drenada, c/"
1752,"Cenoura, s/ casca, cozida, drenada, s/"
1753,"Cenoura, s/ casca, cozida, drenada, s/"
1755,"Cenoura, s/ casca, refogada , c/ sal"
1756,"Cenoura, s/ casca, refogada , s/ sal"
1757,"Cenoura, s/ casca, sauté , c/ sal"
1758,"Cenoura, s/ casca, sauté , s/ sal"
1760,"Cereais, barra"
1762,"Cereais, barra, castanha/uva passa/mel"
1763,"Cereais, barra, coco c/ chocolate"
1764,"Cereais, barra, frutas e castanha do"
1765,"Cereais, c/ vitamina, trigo, cevada e"
1768,"Cereais, farinha, maçã/banana/mamão"
1770,"Cereais, farinha, morango/pera/banana"
1771,"Cereais, farinha, p/ crianças"
1772,"Cereais, granola, caseira, (aveia em"
1773,"Cereais, milho, infantil, mistura p/"
1774,"Cereais, mistura p/ mingau"
1776,Cereal matinal
1778,"Cereal matinal, milho, c/ acholatado"
1780,"Cereal matinal, milho, c/ açúcar"
1782,"Cereal matinal, milho, corn flakes"
1783,"Cereal matinal, milho/trigo/aveia"
1787,"Cestinha de camarão, c/ massa de pastel"
1788,"Cestinha de camarão, c/ massa filo"
1789,"Cestinha de camarão, c/ queijo parmesão"
1790,"Cestinha de frutos do mar, c/ massa de"
1791,"Cestinha de frutos do mar, c/ massa"
1792,"Cestinha de frutos do mar, c/ queijo"
1793,"Cevada, nua"
1794,"Cevada, s/ casca , cozida, s/ óleo, c/"
1795,"Cevada, s/ casca , cozida, s/ óleo, s/"
1797,"Ceviche de frutos do mar,  s/ sal"
1798,"Ceviche de frutos do mar, c/ atum, cru"
1799,"Ceviche de frutos do mar, c/ pescada"
1800,"Ceviche de frutos do mar, c/ pescada"
1801,"Ceviche de frutos do mar, c/ salmão"
1802,"Ceviche de frutos do mar, c/ salmão"
1803,"Ceviche de peixe, água doce, corvina"
1804,"Ceviche de peixe, água doce, corvina"
1805,"Ceviche de peixe, água salgada"
1806,"Ceviche de peixe, água salgada"
1807,"Champignon, Paris, cru, Agaricus"
1810,"Chantily, em pó"
1812,"Charuto de repolho, c/ carne moída"
1813,"Charuto de repolho, c/ carne moída"
1814,"Charuto de repolho, c/ carne suína"
1815,"Charuto de repolho, c/ carne suína"
1816,"Charuto de repolho, c/ carne suína"
1817,"Charuto de repolho, c/ carne suína"
1818,"Charuto de repolho, c/ peito de frango"
1819,"Charuto de repolho, c/ peito de frango"
1820,"Charuto de repolho, c/ peito de frango"
1821,"Charuto de repolho, c/ peito de frango"
1822,"Charuto de repolho, com arroz polido e"
1823,"Charuto de repolho, com arroz polido e"
1824,"Cheese cake, massa"
1825,"Cheiro verde , cru"
1826,"Cheiro verde , cozido, s/ óleo, s/ sal"
1828,"Chicória do Pará , cru, Eryngium cf"
1829,"Chicória, cozida, drenada, s/ óleo, c/"
1830,"Chicória, cozida, drenada, s/ óleo, s/"
1832,"Chicória, refogada , c/ sal"
1833,"Chicória, refogada , s/ sal"
1834,"Chilli de carne, c/ feijão, c/ sal"
1835,"Chilli de carne, c/ feijão, s/ sal"
1836,"Chimia , uva, caseira"
1837,"Chocolate ao leite, com mel e torrone"
1842,"Chocolate, amargo"
1844,"Chocolate, amargo, dark & soft, 50%"
1850,"Chocolate, ao leite"
1853,"Chocolate, ao leite, com castanha do"
1856,"Chocolate, bombom"
1857,"Chocolate, branco"
1858,"Chocolate, c/ recheio de manteiga de"
1859,"Chocolate, em pó, solúvel"
1863,"Chuchu, s/ casca, cozido, c/ molho"
1864,"Chuchu, s/ casca, cozido, c/ molho"
1865,"Chuchu, s/ casca, cozido, c/ molho de"
1866,"Chuchu, s/ casca, cozido, c/ molho de"
1867,"Chuchu, s/ casca, cozido, drenado, c/"
1868,"Chuchu, s/ casca, cozido, drenado, c/"
1869,"Chuchu, s/ casca, cozido, drenado, s/"
1870,"Chuchu, s/ casca, cozido, drenado, s/"
1872,"Chuchu, s/ casca, refogado , c/ sal"
1873,"Chuchu, s/ casca, refogado , s/ sal"
1874,"Churrasquinho (espetinho), carne"
1875,"Churrasquinho (espetinho), carne"
1876,"Churrasquinho misto , c/ sal, , peito"
1877,"Churrasquinho misto , s/ sal, , peito"
1878,"Churros, assado, c/ recheio de"
1879,"Churros, assado, c/ recheio de doce de"
1880,"Churros, frito, c/ recheio de"
1881,"Churros, frito, c/ recheio de"
1882,"Churros, frito, c/ recheio de doce de"
1883,"Churros, frito, c/ recheio de doce de"
1886,"Cobertura de chocolate, para bolo"
1887,"Cobertura de maracujá, p/ bolo"
1895,"Cogumelo, Paris, cozido, c/ salsa"
1896,"Cogumelo, Paris, cozido, drenado, s/"
1897,"Cogumelo, Shiimeji, cozido, c/"
1898,"Cogumelo, Shiimeji, cozido, s/ óleo, c/"
1899,"Cogumelo, Shiimeji, cozido, s/ óleo, s/"
1900,"Cogumelo, Shiimeji, cru, Pleurotus"
1901,"Cogumelo, Shiitake, cozido, c/ salsa"
1902,"Cogumelo, Shiitake, cru, Lentinula"
1903,"Cogumelo, Shitake, cozido, s/ óleo, s/"
1904,"Coquetel de camarão, c/ molho de"
1905,"Coquetel de camarão, c/ molho rosé, c/"
1906,"Coquetel de frutas secas, s/ casca, s/"
1907,"Coquetel de frutas, com álcool, )"
1908,"Coquetel de frutas, sem álcool"
1909,"Couve de Bruxelas, cozida, drenada, s/"
1910,"Couve de Bruxelas, cozido, drenado, s/"
1911,"Couve, cozida, c/ molho de tomate , c/"
1912,"Couve, cozida, c/ molho de tomate , c/"
1913,"Couve, cozida, drenada, c/ óleo de"
1914,"Couve, cozida, drenada, c/ óleo de"
1916,"Couve, cozida, drenada, s/ óleo, s/"
1918,"Couve, manteiga, refogada , c/ sal"
1919,"Couve, manteiga, refogada , s/ sal"
1920,"Couve, manteiga, refogada, c/ óleo"
1921,"Couve flor, à milanesa , frita em"
1922,"Couve flor, à milanesa , frita em"
1923,"Couve flor, c/ molho branco , queijo"
1924,"Couve flor, cozida, drenada, s/ óleo"
1925,"Couve flor, cozida, drenada, s/ óleo"
1927,"Couve flor, refogada , c/ sal"
1928,"Couve flor, refogada , s/ sal"
1929,"Coxinha de frango, industrializada"
1932,Cream cheese
1936,Crème brûlée
1937,"Creme de abacate, c/ iorgurte integral"
1938,"Creme de abacate, c/ morango, c/"
1939,"Creme de espinafre, c/ sal, , c/ sal)"
1940,"Creme de espinafre, s/ sal, , s/ sal)"
1941,"Creme de frutas vermelhas, c/ morango"
1942,"Creme de goiaba, c/ iogurte integral"
1944,"Creme de kiwi, c/ morango, iogurte"
1945,Creme de leite
1946,"Creme de manga, c/ iogurte integral, s/"
1947,"Creme de manga, c/ morango, c/ iogurte"
1948,"Creme de morango, c/ banana, c/ iogurte"
1949,"Creme de queijo, caseiro"
1950,"Creme, abóbora, cabotian , c/ carne"
1951,"Creme, abóbora, cabotian , c/ carne"
1952,"Creme, abóbora, cabotian , c/ carne"
1953,"Creme, abóbora, cabotian , c/ sal"
1954,"Creme, abóbora, cabotian , c/ toucinho"
1955,"Creme, abóbora, cabotian , s/ sal, , c/"
1959,"Creme, de confeiteiro"
1961,"Creme, milho verde, c/ sal, , c/ sal)"
1962,"Creme, milho verde, s/ sal, , s/ sal)"
1963,"Crepe, c/ banana, c/ chocolate ao"
1964,"Crepe, c/ presunto, c/ queijo muçarela"
1965,"Croissant, assado, c/ recheio, de"
1966,"Croissant, assado, c/ recheio, de doce"
1967,"Croissant, assado, c/ recheio, de"
1968,"Croissant, assado, c/ recheio, de peito"
1970,"Croquete, carne, boi, crua, c/ sal, Bos"
1971,"Croquete, carne, boi, industrializada"
1972,"Croquete, carne, caseiro, frito"
1973,"Crustáceo, camarão, s/ casca, cozido"
1974,"Crustáceo, camarão, s/ casca, cozido"
1975,"Crustáceo, camarão, s/ casca, cozido"
1976,"Crustáceo, camarão, s/ casca, cozido"
1977,"Crustáceo, camarão, s/ casca, cozido"
1978,"Crustáceo, camarão, s/ casca, cozido"
1979,"Crustáceo, camarão, s/ casca, cru"
1980,"Crustáceo, camarão, s/ casca, preparado"
1981,"Crustáceo, camarão, s/ casca, preparado"
1982,"Crustáceo, camarão, s/ casca, refogado"
1983,"Crustáceo, camarão, s/ casca, refogado"
1984,"Crustáceo, camarão, Sete Barbas, s/"
1985,"Crustáceo, camarão, Sete Barbas, sem"
1986,"Crustáceo, caranguejo, cozido, s/ óleo"
1987,"Crustáceo, caranguejo, cozido, s/ óleo"
1988,"Crustáceo, caranguejo, cru, Ucides"
1989,"Crustáceo, lagosta, cozido, c/ molho de"
1990,"Crustáceo, lagosta, cozido, s/ óleo, c/"
1991,"Crustáceo, lagosta, cozido, s/ óleo, s/"
1994,"Crustáceo, siri, azul, cru, Callinectes"
1995,"Cuca, banana"
1999,"Cuscuz de arroz, c/ coco e leite de"
2000,"Cuscuz de milho, cozido, c/ leite de"
2001,"Cuscuz de milho, cozido, c/ leite"
2003,"Cuscuz de tapioca, c/ coco e leite de"
2004,"Cuscuz de tapioca, c/ legumes, c/ sal"
2005,"Cuscuz paulista, c/ sal"
2006,"Cuscuz paulista, s/ sal"
2007,"Cuscuz, atum, c/ sal, , c/ sal)"
2008,"Cuscuz, atum, s/ sal, , s/ sal)"
2009,"Cuscuz, camarão, c/ sal, , c/ sal)"
2010,"Cuscuz, camarão, s/ sal, , s/ sal)"
2011,"Cuscuz, legumes, c/ sal, , c/ sal)"
2012,"Cuscuz, legumes, s/ sal, , s/ sal)"
2013,"Cuscuz, marroquino , c/ amêndoa"
2014,"Cuscuz, marroquino , c/ amêndoa"
2015,"Cuscuz, marroquino , c/ camarão, c/ sal"
2016,"Cuscuz, marroquino , c/ camarão, s/ sal"
2017,"Cuscuz, marroquino , c/ cenoura"
2018,"Cuscuz, marroquino , c/ cenoura"
2019,"Cuscuz, semolina, marroquino, cozido"
2020,"Cuxá, molho, c/ sal"
2021,"Cuxá, molho, s/ sal"
2023,Delícia de abacaxi
2025,Dobradinha
2026,"Dobradinha, c/ feijão branco, bucho"
2027,"Dobradinha, c/ feijão branco, bucho"
2028,"Dobradinha, c/ feijão branco, bucho"
2029,"Dobradinha, c/ feijão branco, bucho"
2030,"Dobradinha, c/ legumes, c/ sal"
2031,"Dobradinha, c/ legumes, s/ sal"
2032,"Dobradinha, c/ toucinho defumado , c/"
2033,"Dobradinha, c/ toucinho defumado , c/"
2034,"Doce árabe, Ataif de nozes, c/ calda de"
2039,"Doce, leite, cremoso"
2041,"Doce, massa folhada, c/ creme de"
2042,"Doce, massa folhada, c/ doce de leite"
2043,"Edamame, cozida, c/ óleo, cebola e"
2044,"Edamame, cozida, c/ óleo, cebola e"
2047,"Efó, c/ sal"
2050,"Empada, c/ peito de frango refogado"
2051,"Empada, camarão, caseira, assada, , c/"
2052,"Empada, carne, caseira, assada, , c/"
2053,"Empada, caseira, assada (média de"
2054,"Empada, queijo minas, caseira, assada"
2055,"Empadão, frango, c/ sal, , frango"
2057,Enroladinho de muçarela e peito de
2058,Enroladinho de muçarela e presunto
2059,"Enroladinho de salsicha, caseiro"
2060,"Enroladinho de salsicha, caseiro, frito"
2061,"Ensopado, c/ linguiça calabresa e"
2062,"Ensopado, c/ linguiça calabresa e"
2063,"Entrevero de pinhão, c/ sal"
2065,"Ervilha, em vagem, fresca, cozida"
2066,"Ervilha, em vagem, fresca, cozida"
2067,"Ervilha, em vagem, refogada , c/ sal"
2068,"Ervilha, em vagem, refogada , s/ sal"
2070,"Ervilha, fresca/seca, cozida, s/ óleo"
2071,"Ervilha, grão, fresca, cozida, drenada"
2072,"Ervilha, grão, fresca, cozida, drenada"
2074,"Ervilha, grão, seca, partida, cozida"
2075,"Ervilha, grão, seca, partida, cozida"
2078,"Escarola, refogada , c/ sal"
2079,"Escondidinho de bacalhau, c/ sal"
2080,"Escondidinho de camarão, c/ sal"
2081,"Escondidinho de camarão, s/ sal"
2082,"Escondidinho de carne bovina, c/ sal"
2083,"Escondidinho de carne bovina, s/ sal"
2084,"Escondidinho de frango, c/ sal, , peito"
2085,"Escondidinho de frango, s/ sal, , peito"
2086,"Escondidinho, c/ charque , c/ sal"
2087,"Esfirra, carne, caseira, assada"
2088,"Esfirra, caseira, assada (média de"
2089,"Esfirra, creme de queijo , caseira"
2090,"Esfirra, frango, caseira, assada"
2091,"Esfirra, ricota, caseira, assada"
2092,Espeto de pão de alho
2093,"Espeto de pão de alho, c/ queijo"
2094,"Espeto de queijo coalho, grelhado, s/"
2095,Espeto de queijo de muçarela de búfala
2096,Espeto de queijo de muçarela de búfala
2097,"Espeto de queijo de muçarela, grelhado"
2098,"Espinafre, cozido, drenado, s/ óleo, s/"
2099,"Espinafre, folha, cozida, drenado, s/"
2100,"Espinafre, folha, cru, Tetragonia"
2101,"Espinafre, folha, refogada , c/ sal"
2102,"Espinafre, refogado , s/ sal"
2103,"Estrogonofe de camarão, c/ sal, , c/"
2104,"Estrogonofe de carne, s/ sal"
2105,"Estrogonofe de frango, s/ sal"
2106,"Estrogonofe, carne moída, c/ palmito"
2107,"Estrogonoffe de carne, c/ sal"
2108,"Estrogonoffe de frango, c/ sal"
2111,"Farofa de castanha de caju, c/ açúcar"
2112,"Farofa de castanha de caju, c/ sal"
2113,"Farofa molhada, c/ sal, , farinha de"
2114,"Farofa molhada, s/ sal, , farinha de"
2115,"Farofa, c/ ovos, c/ toucinho defumado"
2116,"Farofa, c/ toucinho defumado , c/"
2117,"Farofa, banana, da terra, c/ sal"
2118,"Farofa, banana, da terra, s/ sal"
2119,"Farofa, c/ frutas secas e nozes, c/"
2120,"Farofa, carne bovina, c/ sal, , carne"
2121,"Farofa, carne bovina, s/ sal, , carne"
2122,"Farofa, cenoura com ovos, c/ sal"
2123,"Farofa, cenoura com ovos, s/ sal"
2124,"Farofa, couve com toucinho defumado"
2125,"Farofa, couve com toucinho defumado"
2126,"Farofa, couve, c/ sal, , couve, c/"
2127,"Farofa, couve, s/ sal, , couve, c/"
2128,"Farofa, linguiça, c/ sal, , linguiça"
2129,"Farofa, linguiça, s/ sal, , linguiça"
2130,"Farofa, ovos com toucinho defumado , s/"
2131,"Farofa, ovos, c sal, , ovo, azeitona"
2132,"Farofa, ovos, s/ sal, , ovo, azeitona"
2133,"Farofa, toucinho defumado , c/ sal"
2134,"Farofa, toucinho defumado , s/ sal"
2135,"Fava, grão, seco, cozida , c/ óleo"
2136,"Fava, grão, seco, cozida , s/ óleo, c/"
2137,"Fava, grão, seco, cozida , s/ óleo, s/"
2138,"Fava, grão, seco, cozida, drenada, c/"
2139,"Fava, grão, seco, cozida, drenada, s/"
2140,"Fava, grão, seco, cozida, drenada, s/"
2143,"Feijão carioca, restaurante"
2144,"Feijão preto, c/ beterraba, c/ óleo"
2145,"Feijão preto, c/ beterraba, c/ óleo"
2146,"Feijão preto, c/ linguiça calabresa, c/"
2147,"Feijão preto, c/ linguiça calabresa, c/"
2148,"Feijão preto, c/ toucinho defumado , c/"
2149,"Feijão preto, c/ toucinho defumado , c/"
2150,"Feijão tropeiro mineiro, c/ sal"
2151,"Feijão tropeiro mineiro, s/ sal"
2152,"Feijão, branco, cozido, c/ azeite de"
2153,"Feijão, branco, cozido, c/ azeite de"
2157,"Feijão, broto, cozido, drenado, s/"
2158,"Feijão, broto, cozido, drenado, s/"
2160,"Feijão, carioca, cozido , c/ óleo"
2161,"Feijão, carioca, cozido , c/ óleo"
2162,"Feijão, carioca, cozido , s/ óleo, s/"
2164,"Feijão, fradinho, cozido , c/ óleo"
2165,"Feijão, fradinho, cozido , c/ óleo"
2166,"Feijão, fradinho, cozido , s/ óleo, sal"
2169,"Feijão, guandu, grão, seco, cozido , s/"
2170,"Feijão, guandu, grão, seco, cozido , s/"
2171,"Feijão, guandu, grão, seco, cozido"
2172,"Feijão, guandu, grão, seco, cozido"
2173,"Feijão, jalo, cozido , s/ óleo, s/ sal"
2175,"Feijão, preto, cozido , c/ carne de"
2176,"Feijão, preto, cozido , c/ carne de"
2177,"Feijão, preto, cozido , c/ carne de"
2178,"Feijão, preto, cozido , c/ carne de"
2179,"Feijão, preto, cozido , c/ óleo e"
2180,"Feijão, preto, cozido , c/ óleo, cebola"
2181,"Feijão, preto, cozido , s/ óleo, s/ sal"
2183,"Feijão, rajado, cozido , s/ óleo, s/ sal"
2186,"Feijão, roxo, cozido , s/ óleo, s/ sal"
2188,"Feijão, vermelho, cozido, s/ óleo, s/"
2190,Feijoada de frutos do mar
2191,Feijoada vegetariana
2192,"Feijoada, c/ sal, , toucinho defumado"
2193,"Feijoada, s/ sal, , toucinho defumado"
2194,"Fejião, rosinha, cozido , s/ sal, s/"
2197,"Fiambre, frango, cozido"
2200,"Filé de frango à parmegiana, , c/ molho"
2204,"Flan, chocolate, em pó, preparado"
2207,"Flan, em pó, preparado"
2208,"Flan, leite, caseiro"
2209,"Flor de abóbora, cozida, drenada, s/"
2210,"Flor de abóbora, cozida, drenada, s/"
2212,"Fogazza, c/ queijo muçarela e tomate"
2214,Frango ao molho pardo
2215,"Frango com açafrão , c/ sal, , c/ óleo"
2216,"Frango com açafrão , s/ sal, , c/ óleo"
2217,"Frango xadrez, c/ molho shoyu"
2218,"Frango xadrez, s/ molho shoyu, s/ sal"
2219,"Frango, asa, c/ pele, crua, Gallus"
2220,"Fricassé de carne moída, c/ sal"
2221,"Fricassé de carne moída, s/ sal"
2222,"Fricassé de frango, c/ sal, , c/"
2223,"Fricassé de frango, s/ sal, , c/"
2224,"Frigideira de peixe, c/ sal, (bacalhau"
2225,Fruta cristalizada
2227,"Frutos do mar ao leite de coco, c/ sal"
2228,"Frutos do mar ao leite de coco, s/ sal"
2229,"Frutos do mar com legumes, c/ sal"
2230,"Frutos do mar com legumes, s/ sal"
2231,"Gelatina colorida, c/ creme"
2236,"Gelatina, abacaxi, em pó, preparada"
2241,"Gelatina, cereja, em pó, preparada"
2242,"Gelatina, em pó"
2243,"Gelatina, em pó, diet"
2244,"Gelatina, em pó, preparada c/ água"
2245,"Gelatina, em pó, preparada, diet"
2248,"Gelatina, framboesa, em pó, diet"
2250,"Gelatina, framboesa, em pó, preparada"
2255,"Gelatina, limão, em pó, preparada"
2260,"Gelatina, morango, em pó, preparada"
2273,"Geleia, s/ açúcar"
2285,"Goma de mascar, c/ açúcar"
2286,"Goma de mascar, diet"
2289,"Goulash, c/ sal, , c/ sal)"
2290,"Goulash, s/ sal, , s/ sal)"
2291,"Granola, cacau, caseira"
2292,"Granola, caseira, simples"
2293,"Grão de bico, cozido, dreando, s/ óleo"
2294,"Grão de bico, cozido, drenado, s/ óleo"
2300,"Guacamole, c/ sal"
2301,"Guacamole, s/ sal"
2303,"Guioza, caseiro"
2305,"Hambúrguer, bovino, grelhado , c/ molho"
2306,"Hambúrguer, bovino, grelhado, à"
2307,"Hambúrguer, bovino, industrializado"
2308,"Hambúrguer, bovino, industrializado"
2309,"Hambúrguer, cru"
2312,"Hambúrguer, industrializado, frango"
2313,"Hambúrguer, soja, s/ temperos, s/ sal"
2314,"Harumaki (rolinho primavera), camarão"
2315,"Harumaki (rolinho primavera), frutos do"
2316,"Harumaki (rolinho primavera), peixe"
2318,"Hot Filadélfia , , salmão, cream"
2319,"Inhame, c/ casca, cozido, drenado, c/"
2320,"Inhame, s/ casca, assado, s/ óleo, c/"
2321,"Inhame, s/ casca, assado, s/ óleo, s/"
2322,"Inhame, s/ casca, cozido, drenado, c/"
2323,"Inhame, s/ casca, cozido, drenado, s/"
2324,"Inhame, s/ casca, cozido, drenado, s/"
2325,"Inhame, s/ casca, cru, Colocasia"
2326,"Inhame, s/ casca, refogado , c/ sal"
2327,"Inhame, s/ casca, refogado , s/ sal"
2331,"Iogurte, integral"
2338,"Iogurte, integral, polpa de fruta"
2341,"Iogurte, natural"
2343,"Iogurte, natural, c/ granola, caseira"
2344,"Iogurte, natural, c/ granola, caseira"
2347,"Iogurte, natural, desnatado, c/ aveia"
2348,"Iogurte, natural, desnatado, c/"
2349,"Iogurte, natural, desnatado, c/"
2355,"Jardineira de carne de soja, c/ sal"
2356,"Jardineira de carne de soja, s/ sal"
2357,"Jardineira de frango, c/ sal"
2358,"Jardineira de legumes, c/ carne bovina"
2359,"Jardineira de legumes, c/ sal"
2360,"Jiló, c/ casca, assado, s/ óleo, c/"
2361,"Jiló, c/ casca, assado, s/ óleo, s/"
2362,"Jiló, c/ casca, cozido, drenado, c/"
2363,"Jiló, c/ casca, cozido, drenado, c/"
2364,"Jiló, c/ casca, cozido, drenado, s/"
2365,"Jiló, c/ casca, cozido, drenado, s/"
2367,"Jiló, c/ casca, frito , c/ sal, Solanum"
2368,"Jiló, c/ casca, frito , s/ sal, Solanum"
2369,"Jiló, c/ casca, refogado , c/ sal"
2370,"Jiló, c/ casca, refogado , s/ sal"
2372,"Kefir, c/ leite de vaca integral"
2374,"Lagarto recheado com calabresa, c/ sal"
2375,"Lagarto recheado com calabresa, s/ sal"
2376,"Lagarto recheado com cenoura, c/ sal"
2377,"Lagarto recheado com cenoura, s/ sal"
2378,Lagarto recheado com presunto e queijo
2379,Lagarto recheado com presunto e queijo
2380,Lanche brasileiro
2381,Lanche brasileiro
2382,Lanche brasileiro
2383,Lanche brasileiro
2384,Lanche brasileiro
2390,"Lasanha, abobrinha, c/ molho bolonhesa"
2391,"Lasanha, berinjela, c/ frios, caseira"
2392,"Lasanha, berinjela, c/ frios, caseira"
2393,"Lasanha, berinjela, c/ molho bolonhesa"
2394,"Lasanha, bolonhesa, caseira, assada"
2396,"Lasanha, cogumelos com ricota, light"
2397,"Lasanha, frango com ricota, light"
2398,"Lasanha, frios, caseira, , c/ sal)"
2399,"Lasanha, frutos do mar, caseira, (massa"
2400,"Lasanha, legumes, (massa com farinha"
2401,"Lasanha, massa fresca, c/ ovos"
2402,"Lasanha, massa fresca, c/ ovos"
2403,"Lasanha, mini, bolonhesa, congelada"
2404,"Lasanha, peito de frango, caseira, , c/"
2405,"Lasanha, pronta, industrializada"
2406,"Lasanha, pronta, industrializada"
2408,"Lasanha, quatro queijos, congelada"
2409,"Lasanha, queijos, c/ molho branco, c/"
2410,"Lasanha, ricota com espinafre, light"
2411,"Lasanha, vegetais, caseira, (massa"
2412,"Lasanha, vegetariana, light, caseira"
2413,"Lasanha, verde, bolonhesa, congelada"
2414,"Legumes à parmegiana, c/ sal, , c/"
2415,"Legumes gratinados, c/ molho branco, c/"
2416,"Legumes refogados, c/ sal"
2423,"Leite, humano, maduro"
2428,"Leite, vaca, c/chocolate, desnatado"
2431,"Leite, vaca, desnatado, fluído"
2434,"Leite, vaca, fluído, s/ lactose"
2435,"Leite, vaca, fluído, s/ lactose, semi"
2439,"Leite, vaca, integral, instantâneo, em"
2441,"Leite, vaca, integral, UHT"
2443,"Lentilha, cozida, c/ linguiça"
2444,"Lentilha, cozida, c/ toucinho defumado"
2445,"Lentilha, cozida, drenada, c/ óleo"
2446,"Lentilha, cozida, drenada, c/ óleo"
2447,"Lentilha, cozida, drenada, s/ óleo, s/"
2452,"Linguiça, calabresa, à milanesa"
2453,"Linguiça, calabresa, assada no forno"
2454,"Linguiça, calabresa, cozida, c/ óleo de"
2455,"Linguiça, calabresa, cozida, s/ óleo"
2456,"Linguiça, calabresa, frita, c/ óleo de"
2457,"Linguiça, calabresa, refogada , c/ sal"
2462,"Linguiça, frango, fresca, frita , s/ sal"
2463,"Linguiça, frango, fresca, frita, c/"
2466,"Linguiça, frango/porco, fresca, frita"
2467,"Linguiça, frango/porco, fresca, frita"
2468,"Linguiça, frango/porco, fresca"
2469,"Linguiça, frango/porco, fresca"
2470,"Linguiça, frango/porco, fresca"
2471,"Linguiça, frango/porco, fresca"
2472,"Linguiça, frango/porco, fresca"
2473,"Linguiça, frango/porco, fresca"
2476,"Linguiça, porco, defumada, crua"
2477,"Linguiça, porco, frescal, crua"
2483,"Lula ensopada com legumes, c/ sal"
2484,"Lula ensopada com legumes, s/ sal"
2485,Lula recheada com camarão
2487,Maçã do amor
2491,"Macadâmia, crua, s/ sal, Macadamia"
2492,"Macarrão cremoso, c/ sal"
2493,"Macarrão de arroz, com legumes e"
2494,"Macarrão de arroz, com legumes e carne"
2495,"Macarrão de arroz, com legumes e carne"
2496,"Macarrão de arroz, com legumes e peito"
2497,"Macarrão de arroz, com legumes, c/"
2498,"Macarrão gratinado, c/ sal, , c/ sal)"
2500,"Macarrão, c/ molho bolonhesa, c/ sal"
2501,"Macarrão, c/ molho bolonhesa, c/ sal"
